date,station,station_code,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2025-11-22,TP. HCM,XSHCM - 11D7,364551,29518,87729,86235,29185,43839,70628,1994,72036,34890,27117,66347,213,3034,1925,5293,441,48
2025-11-24,TP. HCM,XSHCM - 11E2,392530,25908,39707,16799,21296,53034,40706,25967,60778,6927,46105,81598,2788,8901,1401,3332,855,40
2025-11-29,TP. HCM,XSHCM - 11E7,758818,39746,54246,6296,95145,32538,50143,36355,75157,21426,89485,71736,3236,8433,1322,9044,37,62
2025-12-01,TP. HCM,XSHCM - 12A2,953117,78216,78938,49628,67616,73680,48005,52438,9679,83079,6287,76951,9501,371,3047,4539,22,4
2025-12-06,TP. HCM,XSHCM - 12A7,433544,10927,49205,91522,46552,96361,63388,7789,62442,9852,63564,84985,4374,9323,546,8837,655,79
2025-12-08,TP. HCM,XSHCM - 12B2,287570,44980,1845,46931,28064,74011,66082,5573,31367,93104,83196,75884,8874,8027,5483,5044,696,90
2025-12-13,TP. HCM,XSHCM - 12B7,484938,86862,98842,57691,57062,92614,93305,2028,33132,14634,19823,29646,4308,6193,4495,9944,127,52
2025-12-15,TP. HCM,XSHCM - 12C2,548565,93742,67769,62582,43555,47282,65921,1425,36202,74022,41228,5960,6278,1452,3774,6673,869,94
2025-12-20,TP. HCM,XSHCM - 12C7,416435,84441,12676,49936,56590,38869,81517,68707,1946,84689,25185,48818,2081,1151,4385,5395,514,85
2025-12-22,TP. HCM,XSHCM - 12D2,547078,82922,98269,22369,14075,22938,8631,16584,87320,6099,49936,3325,4088,3822,4064,7603,228,38
2025-12-27,TP. HCM,XSHCM - 12D7,361780,94720,3367,54546,58196,4593,34624,32227,75113,3420,4285,33005,2573,4362,2546,8052,934,12
2025-12-29,TP. HCM,XSHCM - 12E2,956196,385,63558,66419,95178,54188,27085,41946,56311,68045,8430,63757,822,2342,9920,7476,677,44
2026-01-03,TP. HCM,XSHCM - 1A7,697243,99799,87559,25199,92810,12529,24093,14582,17580,61469,50215,42614,5349,5778,9190,1497,938,26
2026-01-05,TP. HCM,XSHCM - 1B2,823878,31660,39403,45422,38044,56004,83301,77760,82893,31532,84848,16286,4656,5655,4074,1888,666,26
2026-01-10,TP. HCM,XSHCM - 1B7,532887,79162,74095,49350,81999,42171,24769,6778,26597,30455,96135,32961,1006,8613,815,2852,459,87
2026-01-12,TP. HCM,XSHCM - 1C2,965406,1618,70088,51462,68841,87444,62356,21501,31591,23054,22168,38719,6560,1295,6808,2651,249,12
2026-01-17,TP. HCM,XSHCM - 1C7,426716,57725,90984,19734,5551,33785,14080,47383,79628,89204,47032,20244,8577,2105,3278,6148,782,62
2026-01-19,TP. HCM,XSHCM - 1D2,647068,6214,44916,31109,3106,19004,7963,86871,79342,5287,87931,38293,7851,5905,1622,4660,978,47
2026-01-24,TP. HCM,XSHCM - 1D7,124594,42045,97035,49182,37256,75176,24962,96685,57997,23260,69342,59915,9544,9920,1815,3755,196,52
2026-01-26,TP. HCM,XSHCM - 1E2,683111,84622,56143,66334,84631,64498,65882,89492,57156,989,49158,85259,6667,1412,8086,7271,180,20
2026-01-31,TP. HCM,XSHCM - 1E7,380305,95867,59790,98880,96060,33860,2563,18074,78726,56692,14620,75402,4845,2792,7750,2106,499,8
2026-02-02,TP. HCM,XSHCM - 2A2,170364,12986,77049,54900,55853,60798,27728,3389,37086,58734,34735,18716,9387,3100,9611,1509,290,19
2026-02-07,TP. HCM,XSHCM - 2A7,375271,2520,49204,85512,13813,21012,82554,18579,12909,9621,1404,58443,8262,7942,6156,9522,576,60
2026-02-09,TP. HCM,XSHCM - 2B2,329379,7066,38924,59619,39564,25909,87263,85373,7453,48266,51577,90342,5679,1201,9298,818,386,17
2026-02-14,TP. HCM,XSHCM - 2B7,525331,14432,17015,9823,58407,2956,25577,5505,74856,27949,44869,51847,9330,3665,5670,3576,542,1
2026-02-16,TP. HCM,XSHCM - 2C2,549645,43599,60136,87772,25357,80087,49303,23821,74685,99390,56202,41859,8557,2093,3481,7926,542,72
2026-02-21,TP. HCM,XSHCM - 2C7,510389,30038,36066,69747,92806,20532,33437,28211,60872,35718,19771,85832,4359,2743,6054,3066,381,36
2026-02-23,TP. HCM,XSHCM - 2D2,278841,57517,2754,13701,57261,90433,7238,23456,2295,71619,60077,84886,291,9929,5025,9713,645,95
2026-02-28,TP. HCM,XSHCM - 2D7,735820,90054,65724,23705,32087,79781,46624,36158,70135,24737,99205,32465,8571,7387,2639,877,507,56
2026-03-02,TP. HCM,XSHCM - 3A2,733819,74571,81681,80957,29388,40070,41446,11299,50445,70658,14507,46630,6087,3104,4514,2937,945,38
2026-03-07,TP. HCM,XSHCM - 3A7,885734,67663,18235,77399,96726,41791,54328,47952,26670,5005,49741,44489,1502,5989,9992,1182,778,27
2026-03-09,TP. HCM,XSHCM - 3B2,808467,57647,10605,29881,11223,68708,98837,76683,55393,70855,62572,89214,6631,5746,621,819,373,58
2026-03-14,TP. HCM,XSHCM - 3B7,224652,51024,59586,14580,16092,54097,33200,88537,21265,71912,54625,87852,6867,2248,2827,3934,63,91
2026-03-16,TP. HCM,XSHCM - 3C2,87069,4475,38181,86877,32622,79607,33320,39226,40616,98643,60864,42851,2169,1142,4167,95,426,1
2026-03-21,TP. HCM,XSHCM - 3C7,442630,74124,26741,82499,75361,12811,22202,83624,99769,41924,91769,98961,2836,6712,9303,1572,583,12
2026-03-23,TP. HCM,XSHCM - 3D2,354293,14280,98622,47229,98693,93351,26881,32335,76006,6949,85521,70663,7294,2086,9452,1405,928,4
2026-03-28,TP. HCM,XSHCM - 3D7,802879,54338,2798,31224,32016,66314,85208,34551,3793,92303,44172,42207,2858,9841,7911,7232,740,61
2026-03-30,TP. HCM,XSHCM - 3E2,90674,36207,11681,81621,25924,18340,21744,82159,44433,88325,75924,27104,1665,9168,7443,5705,678,77
2026-04-04,TP. HCM,XSHCM - 4A7,269291,47750,42151,91137,4261,61033,60231,23875,63987,81694,89314,9202,1216,8755,4925,4418,469,0
