date,station,station_code,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2026-04-22,Sóc Trăng,XSST - K4T4,953280,21495,5046,49036,49160,33761,22444,3266,65553,18398,93,14299,2441,2676,2867,7353,642,0
2026-04-29,Sóc Trăng,XSST - K5T4,381546,64163,29405,19736,69993,1787,65157,14231,19977,70846,30701,30124,7530,7126,392,7156,781,53
2026-05-06,Sóc Trăng,XSST - K1T5,127240,31786,49136,92265,70293,16545,77581,71806,82059,16964,85690,69692,5920,6113,5413,5490,437,78
2026-05-13,Sóc Trăng,XSST - K2T5,632151,34820,1758,5568,13968,21926,90989,70998,85680,95753,65263,7873,5990,8351,7644,4273,862,79
2026-05-20,Sóc Trăng,XSST - K3T5,284574,35709,75190,90457,75587,74846,79597,87258,46720,67400,30428,8501,3543,8219,5794,163,10,98
2026-05-27,Sóc Trăng,XSST - K4T5,94538,61339,89893,28384,89362,6330,75309,81483,79407,82549,82898,64403,9662,1768,1403,1401,253,64
2026-06-03,Sóc Trăng,XSST - K1T6,686457,97885,74702,50762,91154,64781,82461,53567,58401,32825,21625,57445,5208,407,6913,3382,375,57
2026-06-10,Sóc Trăng,XSST - K2T6,712879,99075,97278,61433,23332,97113,75514,87455,46247,87109,39100,47226,9143,4905,8177,6940,990,54
2026-06-17,Sóc Trăng,XSST - K3T6,748498,23422,10063,1957,77329,3769,30462,27195,4482,70295,72767,62337,8517,7232,9450,35,526,33
2026-06-24,Sóc Trăng,XSST - K4T6,314160,67544,34307,43600,61539,8520,60060,59992,15974,26604,82452,6773,4537,4123,6180,7593,599,20
2026-07-01,Sóc Trăng,XSST - K1T7,778087,35965,20001,63858,37673,59570,57697,98437,85030,96609,76370,19765,4244,9019,561,3546,696,97
2026-07-08,Sóc Trăng,XSST - K2T7,708297,93546,22596,75292,42218,34254,65279,58378,53818,37095,64652,65183,3903,6193,8563,1264,916,48
