date,station,station_code,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2026-01-23,Bình Dương,XSBD - 01K04,206511,81774,97765,15974,76669,42025,96994,28554,54939,37518,90460,22250,2528,7858,7412,53,340,23
2026-01-30,Bình Dương,XSBD - 01K05,923320,70264,6744,71503,31848,92780,8501,3663,73681,67843,25171,77142,6621,2559,3450,9865,195,53
2026-02-06,Bình Dương,XSBD - 02K06,806337,59974,98495,15409,818,46238,23306,18394,55711,89378,28965,98169,8853,6832,5599,7760,496,13
2026-02-13,Bình Dương,XSBD - 02K07,877704,41551,37653,79395,56999,25638,62973,47492,32568,86034,18109,31596,8228,5148,5602,7767,816,88
2026-02-20,Bình Dương,XSBD - 02K08,464716,81904,28698,14985,32757,61286,25105,11642,59070,50084,47078,87770,6132,4721,8240,6329,191,54
2026-02-27,Bình Dương,XSBD - 02K09,100227,31813,66611,86583,98845,78751,15974,848,63010,53556,93790,28082,5539,4091,1748,6009,83,22
2026-03-06,Bình Dương,XSBD - 03K10,871999,34823,27829,78760,96129,14965,47945,55335,76429,72251,44278,1812,5082,394,8272,5797,962,31
2026-03-13,Bình Dương,XSBD - 03K11,335488,63514,77026,3126,48990,29950,78709,92191,32236,84808,92273,18992,7949,5727,289,4780,23,43
2026-03-20,Bình Dương,XSBD - 03K12,590662,5813,8953,34929,75727,63875,31172,91104,39363,24369,48458,86557,9906,2261,9921,3413,192,10
2026-03-27,Bình Dương,XSBD - 03K13,368571,9547,45341,56403,8175,34419,38336,99508,13994,23645,76878,5166,7294,6625,7015,3838,69,61
2026-04-03,Bình Dương,XSBD - 04K14,649057,43872,20443,15365,10270,47522,77972,47634,11813,33246,6832,68661,5048,7621,3871,2773,970,12
2026-04-10,Bình Dương,XSBD - 04K15,442450,41945,8655,34505,67258,28136,40690,72341,68432,78025,26204,91460,4379,2453,2458,2054,857,17
2026-04-17,Bình Dương,XSBD - 04K16,239260,87044,11982,70325,45281,66754,38220,16490,33570,62921,61797,51543,7964,9814,735,5698,777,6
2026-04-24,Bình Dương,XSBD - 04K17,171287,26372,60390,85908,81491,45875,86320,73739,55889,48272,51128,85837,4848,317,7798,6271,596,87
2026-05-01,Bình Dương,XSBD - 05K18,100230,74623,74276,9130,13467,15956,52825,89498,82925,55875,18832,65143,8311,8983,1706,9743,447,35
2026-05-08,Bình Dương,XSBD - 05K19,246252,91335,20586,88330,81405,23417,79235,98477,60127,82517,38787,10098,1761,1707,5072,8705,472,39
2026-05-15,Bình Dương,XSBD - 05K20,660519,55107,2531,38479,18924,67708,94928,41243,75585,5343,91528,40795,7433,1995,7830,5033,371,39
2026-05-22,Bình Dương,XSBD - 05K21,796933,26048,56068,66839,62410,60838,78780,4017,77155,14477,40840,486,6570,9331,3157,39,925,91
2026-05-29,Bình Dương,XSBD - 05K22,181994,19320,14860,90944,30219,18098,24138,83634,6949,68329,54312,37775,1085,6366,245,8638,135,49
2026-06-05,Bình Dương,XSBD - 06K23,103208,48800,90419,25659,70654,10957,79050,3923,17894,84223,34241,95991,5287,7761,6471,4785,877,52
2026-06-12,Bình Dương,XSBD - 06K24,363193,20808,45514,27376,12955,13830,48450,9246,25478,11036,39149,20981,4759,6122,460,4684,997,83
2026-06-19,Bình Dương,XSBD - 06K25,945100,6652,86077,14515,57637,53053,2790,49927,80339,90896,6818,67721,5051,5478,2485,9472,111,62
2026-06-26,Bình Dương,XSBD - 06K26,465521,80766,67837,47022,71638,92273,61159,44746,97259,82532,13403,5721,8554,9702,4896,4059,176,39
2026-07-03,Bình Dương,XSBD - 07K27,58812,27734,1572,40766,77321,39141,11785,32903,54847,44667,69151,86352,6415,4873,369,8722,755,22
2026-07-10,Bình Dương,XSBD - 07K28,663795,26361,5911,14613,73129,21603,2774,76628,405,2429,75680,3202,6650,442,711,6702,638,63
