date,station,station_code,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2026-04-27,Đồng Tháp,XSDT - V17,809522,49884,42933,6127,15687,43782,67449,91667,78198,97930,71500,39190,3644,6989,2808,1903,760,91
2026-05-04,Đồng Tháp,XSDT - V18,24185,53825,34014,53819,86610,40452,94528,40714,64672,24213,24901,57820,7853,5590,2646,9824,123,4
2026-05-11,Đồng Tháp,XSDT - V19,586853,10834,13525,25196,27523,15077,5897,32136,4951,59816,93995,52592,5258,8086,5721,71,101,8
2026-05-18,Đồng Tháp,XSDT - V20,43809,6150,49594,85449,41577,59961,80946,1809,57081,78358,31074,2532,5467,4714,4266,3586,96,48
2026-05-25,Đồng Tháp,XSDT - V21,17030,108,59082,27561,98473,67908,77366,73044,56668,14192,97359,14532,8818,7135,7193,7359,257,72
2026-06-01,Đồng Tháp,XSDT - V22,732919,27980,44167,45918,13591,59305,33019,93101,24034,51330,7240,33834,7315,2628,430,4785,244,48
2026-06-08,Đồng Tháp,XSDT - V23,400162,55722,25502,55193,19092,50441,88853,91836,21303,89969,97609,778,5163,1537,1653,6829,954,93
2026-06-15,Đồng Tháp,XSDT - V24,105318,20779,20258,91022,30086,52472,67062,77819,45346,26013,92814,83903,8203,9076,2509,5374,581,98
2026-06-22,Đồng Tháp,XSDT - V25,524922,26079,49087,84109,4775,31102,10435,2201,15725,3080,85311,59844,4687,1959,8692,7515,906,73
2026-06-29,Đồng Tháp,XSDT - V26,974245,91459,26041,37820,47193,51988,29868,72006,45580,63229,36275,4545,8620,5468,4810,5872,530,71
2026-07-06,Đồng Tháp,XSDT - V27,497852,1422,22357,27799,45705,29880,5713,76396,64836,8839,72144,47838,1562,4859,4196,7958,642,27
