date,station,station_code,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2026-01-03,Hậu Giang,XSHG - K1T1,934947,44201,28408,97517,72851,3487,7096,74604,67855,95917,87196,27661,302,6060,257,7009,594,14
2026-01-10,Hậu Giang,XSHG - K2T1,295158,84206,60144,87423,34231,94060,15368,32299,71680,94859,43972,77902,1476,3202,5015,1576,371,10
2026-01-17,Hậu Giang,XSHG - K3T1,668477,98340,53761,95097,43840,12508,71882,36405,8790,73301,19983,64534,190,778,6205,2467,525,28
2026-01-24,Hậu Giang,XSHG - K4T1,724047,31065,55045,12367,82358,39345,49428,83010,4246,44028,79716,57051,9643,6119,2795,5020,171,16
2026-01-31,Hậu Giang,XSHG - K5T1,749006,12643,84101,49092,68105,65327,91736,11575,42798,91539,75429,27136,370,9023,1601,7410,564,29
2026-02-07,Hậu Giang,XSHG - K1T2,948791,76443,74490,67538,48179,53386,2262,75499,21354,59248,45587,73404,1969,9005,2453,848,141,68
2026-02-14,Hậu Giang,XSHG - K2T2,365053,17347,47579,44694,21736,35297,38525,81579,77426,10842,25564,75561,2924,8055,3158,1504,464,89
2026-02-21,Hậu Giang,XSHG - K3T2,192482,22320,15722,10335,53906,43336,53606,91753,45369,76146,83337,67959,3724,2544,9499,988,138,17
2026-02-28,Hậu Giang,XSHG - K4T2,850371,47323,87415,1049,30680,96533,45074,41081,65803,13848,38168,53068,6348,5607,4750,723,208,91
2026-03-07,Hậu Giang,XSHG - K1T3,385752,15412,48644,63548,60833,19355,22340,58164,79586,15651,65586,87923,1074,3555,9662,4704,809,83
2026-03-14,Hậu Giang,XSHG - K2T3,137568,18027,83033,78157,37232,53476,27334,71667,68938,13030,25644,5762,6870,3523,8700,5840,926,6
2026-03-21,Hậu Giang,XSHG - K3T3,706384,15387,80942,13064,15046,37906,12394,73443,8285,55772,12676,90039,4397,1868,9214,3304,1,46
2026-03-28,Hậu Giang,XSHG - K4T3,514346,12029,6069,10241,26616,30061,87439,55103,93812,44822,22484,36545,5639,8334,1160,8380,688,55
2026-04-04,Hậu Giang,XSHG - K1T4,837532,47212,13948,79851,84257,79044,41844,10618,18023,38594,11376,60968,5900,141,1680,9882,331,44
2026-04-11,Hậu Giang,XSHG - K2T4,104888,95985,98847,23217,30055,99626,36758,94469,63000,17206,46346,94822,354,5605,6638,8414,932,85
2026-04-18,Hậu Giang,XSHG - K3T4,453092,15886,47477,55442,22912,14819,77793,45101,44424,3705,22874,61363,1579,6820,1740,4300,90,85
2026-04-25,Hậu Giang,XSHG - K4T4,905491,25347,65776,59858,40346,44264,7023,18011,40086,18137,9157,47313,2430,4673,5304,3371,993,39
2026-05-02,Hậu Giang,XSHG - K1T5,859805,37163,48110,42118,33911,78340,35351,43944,95674,32731,68314,30662,9529,3608,4165,4080,232,99
2026-05-09,Hậu Giang,XSHG - K2T5,703896,76403,85887,74216,45289,43927,30194,45165,23281,89836,95829,36048,4683,8204,5133,9572,217,47
2026-05-16,Hậu Giang,XSHG - K3T5,639537,46885,15086,46636,83526,2725,24114,27058,53087,23269,49456,15182,410,5475,8332,5273,881,22
2026-05-23,Hậu Giang,XSHG - K4T5,789337,96388,52798,99433,30300,83285,58784,19474,64737,6078,75204,52298,5816,7677,3304,2542,377,39
2026-05-30,Hậu Giang,XSHG - K5T5,323587,37568,60395,86074,89926,87908,3737,67226,87863,58254,74463,68485,2332,2361,1186,2047,844,51
2026-06-06,Hậu Giang,XSHG - K1T6,559076,93898,47794,12154,20438,35785,48314,10608,90557,54427,10504,25838,1016,6206,4735,6893,132,42
2026-06-13,Hậu Giang,XSHG - K2T6,715384,92622,39712,79541,35356,99954,5826,795,57565,48362,41802,19136,3554,5513,3290,5383,997,93
2026-06-20,Hậu Giang,XSHG - K3T6,168784,37005,82632,52175,5968,86117,24456,57532,61601,35672,50868,91344,8236,6876,7732,845,771,26
2026-06-27,Hậu Giang,XSHG - K4T6,778736,15307,85191,33280,86269,7193,95068,67969,80665,50953,88658,84763,6058,3559,5701,9266,988,76
2026-07-04,Hậu Giang,XSHG - K1T7,726757,75015,1641,57006,75592,67077,8305,1282,2331,82221,63446,38026,1502,6236,4951,8001,716,4
2026-07-11,Hậu Giang,XSHG - K2T7,883669,31090,31751,81554,12774,89656,91993,15853,84749,44227,79836,46711,1022,6295,1631,4903,821,45
